2021-11-07 13:32:38,898 >>> wait
2021-11-07 13:32:39,100 >>> wait
2021-11-07 13:32:39,869 >>> wait
2021-11-07 13:32:40,122 >>> wait
2021-11-07 13:32:40,830 <<< M105
2021-11-07 13:32:40,842 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:32:41,080 <<< M105
2021-11-07 13:32:41,093 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:32:41,844 >>> wait
2021-11-07 13:32:42,095 >>> wait
2021-11-07 13:32:42,866 >>> wait
2021-11-07 13:32:43,123 >>> wait
2021-11-07 13:32:43,892 >>> wait
2021-11-07 13:32:44,146 >>> wait
2021-11-07 13:32:44,914 >>> wait
2021-11-07 13:32:45,121 >>> wait
2021-11-07 13:32:45,831 <<< M105
2021-11-07 13:32:45,836 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:32:46,080 <<< M105
2021-11-07 13:32:46,093 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:32:46,860 >>> wait
2021-11-07 13:32:47,118 >>> wait
2021-11-07 13:32:47,883 >>> wait
2021-11-07 13:32:48,143 >>> wait
2021-11-07 13:32:48,855 >>> wait
2021-11-07 13:32:49,116 >>> wait
2021-11-07 13:32:49,878 >>> wait
2021-11-07 13:32:50,138 >>> wait
2021-11-07 13:32:50,831 <<< M105
2021-11-07 13:32:50,849 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:32:51,081 <<< M105
2021-11-07 13:32:51,111 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:32:51,871 >>> wait
2021-11-07 13:32:52,134 >>> wait
2021-11-07 13:32:52,894 >>> wait
2021-11-07 13:32:53,106 >>> wait
2021-11-07 13:32:53,865 >>> wait
2021-11-07 13:32:54,130 >>> wait
2021-11-07 13:32:54,888 >>> wait
2021-11-07 13:32:55,154 >>> wait
2021-11-07 13:32:55,833 <<< M105
2021-11-07 13:32:55,862 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:32:56,081 <<< M105
2021-11-07 13:32:56,126 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:32:56,886 >>> wait
2021-11-07 13:32:57,099 >>> wait
2021-11-07 13:32:57,862 >>> wait
2021-11-07 13:32:58,120 >>> wait
2021-11-07 13:32:58,885 >>> wait
2021-11-07 13:32:59,143 >>> wait
2021-11-07 13:32:59,858 >>> wait
2021-11-07 13:33:00,116 >>> wait
2021-11-07 13:33:00,834 <<< M105
2021-11-07 13:33:00,881 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:01,082 <<< M105
2021-11-07 13:33:01,086 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:01,853 >>> wait
2021-11-07 13:33:02,110 >>> wait
2021-11-07 13:33:02,874 >>> wait
2021-11-07 13:33:03,132 >>> wait
2021-11-07 13:33:03,896 >>> wait
2021-11-07 13:33:04,156 >>> wait
2021-11-07 13:33:04,869 >>> wait
2021-11-07 13:33:05,128 >>> wait
2021-11-07 13:33:05,834 <<< M105
2021-11-07 13:33:05,845 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:06,082 <<< M105
2021-11-07 13:33:06,101 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:06,868 >>> wait
2021-11-07 13:33:07,123 >>> wait
2021-11-07 13:33:07,891 >>> wait
2021-11-07 13:33:08,147 >>> wait
2021-11-07 13:33:08,865 >>> wait
2021-11-07 13:33:09,121 >>> wait
2021-11-07 13:33:09,889 >>> wait
2021-11-07 13:33:10,144 >>> wait
2021-11-07 13:33:10,835 <<< M105
2021-11-07 13:33:10,860 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:11,083 <<< M105
2021-11-07 13:33:11,117 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:11,862 >>> wait
2021-11-07 13:33:12,120 >>> wait
2021-11-07 13:33:12,887 >>> wait
2021-11-07 13:33:13,142 >>> wait
2021-11-07 13:33:13,859 >>> wait
2021-11-07 13:33:14,116 >>> wait
2021-11-07 13:33:14,887 >>> wait
2021-11-07 13:33:15,140 >>> wait
2021-11-07 13:33:15,836 <<< M105
2021-11-07 13:33:15,861 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:16,084 <<< M105
2021-11-07 13:33:16,113 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:16,885 >>> wait
2021-11-07 13:33:17,088 >>> wait
2021-11-07 13:33:17,862 >>> wait
2021-11-07 13:33:18,114 >>> wait
2021-11-07 13:33:18,887 >>> wait
2021-11-07 13:33:19,139 >>> wait
2021-11-07 13:33:19,861 >>> wait
2021-11-07 13:33:20,113 >>> wait
2021-11-07 13:33:20,837 <<< M105
2021-11-07 13:33:20,886 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:21,085 <<< M105
2021-11-07 13:33:21,087 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
